epoch;loss;lr;val_loss
0;3.2821665515439715;0.0005;0.9939410400670755
1;1.1992811622082435;0.0005;0.782433593972168
2;1.0202997860565812;0.0005;0.7061924872820918
3;0.9303243480503526;0.0005;0.6495342408717558
4;0.8779086356721053;0.0005;0.6258065238637541
5;0.8452608735346188;0.0005;0.6641186289682134
6;0.8237226237482316;0.0005;0.5955185807373844
7;0.8102995279976409;0.0005;0.6215230942408254
8;0.7901650819439041;0.0005;0.6427109737167737
9;0.788768061106068;0.0005;0.6181819184864028
10;0.7807249548863444;0.0005;0.5909677771478158
11;0.7759740858460238;0.0005;0.6267065492914037
12;0.7732012378902157;0.0005;0.5977374897798978
13;0.7751113175012057;0.0005;0.5845294836651181
14;0.7688262239046372;0.0005;0.5899923800267866
15;0.7689606855650256;0.0005;0.6098100895754348
16;0.779635627462919;0.0005;0.601874212324766
17;0.776913951385064;0.0005;0.6172874122520718
18;0.7840613037539257;0.0005;0.6070228424259484
19;0.7866407063579689;0.0005;0.6228518784526501
20;0.7923649745229736;0.0005;0.6063267962185769
21;0.7892880171470888;0.0005;0.6252443826466242
22;0.8096622657688171;0.0005;0.6267176149512722
23;0.8090463720096005;0.0005;0.6223594664436156
24;0.8182629885338982;0.0005;0.6204504596109788
25;0.8246152623325256;0.0005;0.6160301649280802
26;0.833508848998598;0.0005;0.6395715422920266
27;0.8530368174593403;0.0005;0.6638449252335222
28;0.8550483192884527;0.0005;0.6367912908291489
29;0.7254442669894576;0.000100000005;0.5550966961007184
30;0.6776473732033039;0.000100000005;0.5396565329075211
31;0.6513749129672143;0.000100000005;0.5300831507568754
32;0.6349225664264015;0.000100000005;0.508347796056581
33;0.6289142469699464;0.000100000005;0.5309487319812471
34;0.6209917077300768;0.000100000005;0.5235184896492406
35;0.6092848505966751;0.000100000005;0.513325486435137
36;0.6023586933462414;0.000100000005;0.5119523738970702
37;0.5996791035022023;0.000100000005;0.5008348154341142
38;0.5935481402954985;0.000100000005;0.4949836826140765
39;0.5905375920469672;0.000100000005;0.5095630983274254
40;0.5866618842146527;0.000100000005;0.4953565151666064
41;0.5820273059448796;0.000100000005;0.49535026768523116
42;0.5797024054518858;0.000100000005;0.4966849866370106
43;0.5758026724935549;0.000100000005;0.4822170694272481
44;0.5697302253330274;0.000100000005;0.4907506035208907
45;0.5719772825395238;0.000100000005;0.48122467900028704
46;0.5665345821629068;0.000100000005;0.48082676319214773
47;0.5597641859192733;0.000100000005;0.4897174041468547
48;0.5618096834002733;0.000100000005;0.4765683419355668
49;0.5606525543354131;0.000100000005;0.4756310144269575
50;0.5556114598858303;0.000100000005;0.4689060831087913
51;0.5552273746044859;0.000100000005;0.46562862865755145
52;0.5510004658297598;0.000100000005;0.4665711481262761
53;0.5484302911165684;0.000100000005;0.4827599588084203
54;0.5463747351419743;0.000100000005;0.47205331165537856
55;0.5434579722464103;0.000100000005;0.46630668858267865
56;0.5444807395311551;0.000100000005;0.4642770245762938
57;0.5402984520503822;0.000100000005;0.46876916672869434
58;0.5386531561522522;0.000100000005;0.4684392750150282
59;0.5400831187670541;0.000100000005;0.4740076179111259
