epoch;loss;lr;val_loss
0;10.084663452119146;0.0005;9.493502958842686
1;8.95738978090287;0.0005;8.049639293806894
2;8.069609871716132;0.0005;7.111510740007673
3;7.413061906371747;0.0005;6.8199746104649135
4;6.932723594259265;0.0005;6.252283511161804
5;6.585284268921726;0.0005;6.268353680883135
6;6.286552847253445;0.0005;6.013507266385215
7;6.06277247442612;0.0005;5.499108466080257
8;5.870922384879513;0.0005;5.54282651594707
9;5.676082604997663;0.0005;5.161700886998858
10;5.543841558806432;0.0005;5.209024859837124
11;5.383434359132731;0.0005;5.2136721171651565
12;5.284288421849396;0.0005;5.023280977691923
13;5.160046887071458;0.0005;4.543427295173918
14;5.085692990784025;0.0005;4.6872703857081275
15;4.985201243024291;0.0005;5.070578195878437
16;4.889990439712281;0.0005;4.876470647198813
17;4.830271094934189;0.0005;4.595327081680298
18;4.759103414100778;0.0005;5.014729250158583
19;4.69392558094915;0.0005;4.254324370452336
0;4.626718871854343;0.0005;4.569776302916663
1;4.578441830766473;0.0005;4.312060636111668
2;4.496466206525944;0.0005;4.198766417929105
3;4.421189556184116;0.0005;4.3840155560629706
4;4.393283061045905;0.0005;4.24371919138091
5;4.37744232401264;0.0005;4.288866752556392
6;4.3097906494017;0.0005;4.675777841976711
0;4.452390415555023;0.0005;4.099364269971847
1;4.404036177511398;0.0005;4.200029775755746
2;4.328367024451339;0.0005;4.424768406152725
3;4.274797753401161;0.0005;4.262353624616351
4;4.232293983358478;0.0005;4.343605439833232
5;4.206235403172131;0.0005;3.9823864584309714
6;4.172367967480013;0.0005;4.247336305890765
7;4.165885421019813;0.0005;4.133348407575062
8;4.093125961250836;0.0005;4.0670456945896145
9;4.062567383308726;0.0005;4.2622060166937965
10;4.059877938358606;0.0005;4.316228496347155
11;4.018488740931719;0.0005;4.016662786517824
12;3.9986596345943095;0.0005;4.055177127378328
13;3.9493121993962825;0.0005;3.9181051187855855
14;3.9412828571250254;0.0005;3.9668549043791637
15;3.912341766123479;0.0005;3.918662543637412
16;3.888667076838726;0.0005;3.8193785211018154
17;3.841878768729845;0.0005;3.89867369890213
18;3.8239070608915853;0.0005;3.8539914157560893
19;3.794564151670006;0.0005;3.906319546869823
0;3.810169067028094;0.0005;3.837551839181355
1;3.7767655570520184;0.0005;3.851748762556485
2;3.7542407858408287;0.0005;3.787587249279022
3;3.7441991500477902;0.0005;3.672101901258741
4;3.720912862940852;0.0005;3.780079820411546
5;3.6935070896726407;0.0005;3.6941970725570408
6;3.672615372893597;0.0005;3.77272038596017
7;3.6925409969299117;0.0005;3.76285893542426
8;3.659780743763245;0.0005;3.847436463492257
9;3.6320873474755593;0.0005;3.7895644666467394
