epoch;loss;lr;val_loss
0;11.626483009145502;0.0005;7.270785578687339
1;6.426407486049475;0.0005;4.473555374320244
2;4.853948918965888;0.0005;3.643208911539289
3;4.2108864263346;0.0005;3.2799802630266073
4;3.8414345963252194;0.0005;3.1199657802473064
5;3.604095271892307;0.0005;2.844480093799119
6;3.4025731702371647;0.0005;2.7655839731716565
7;3.2496777947552298;0.0005;2.7047141978960085
8;3.15627843343047;0.0005;2.6829627782397627
9;3.0701279201633525;0.0005;2.6786597293683294
10;2.9663926993613816;0.0005;2.4491758381990345
11;2.892724735571631;0.0005;2.418211455405341
12;2.849600630602912;0.0005;2.4089272173200444
13;2.7771260678584353;0.0005;2.410011762443699
14;2.746947507802233;0.0005;2.46574680725604
15;2.694631704438202;0.0005;2.2991655984414128
16;2.630544901341538;0.0005;2.2753155068873583
17;2.618175379374878;0.0005;2.3007679660759064
18;2.5609832219083724;0.0005;2.296208220822221
19;2.5327772700072875;0.0005;2.2247555589831225
20;2.5130950683295334;0.0005;2.187357334171328
21;2.507166650318563;0.0005;2.187896217046615
22;2.4441256199740624;0.0005;2.187126974644995
23;2.4009642425150526;0.0005;2.1743941021421835
24;2.3768435570417834;0.0005;2.13104541924955
25;2.350414471167256;0.0005;2.036475864047919
26;2.3241186486549;0.0005;2.128524031866257
27;2.3277103391944642;0.0005;2.1690234138299664
28;2.3084373996125582;0.0005;2.0479325245131497
29;2.252227130593475;0.0005;2.010471450407604
30;2.223094265384117;0.0005;2.0129871159330834
31;2.187594778848345;0.0005;1.9866057952520124
32;2.175504317231333;0.0005;2.0029591238702547
33;2.157949380073316;0.0005;1.9582216830541916
34;2.155106402805715;0.0005;1.9496781463137183
35;2.1398136826001126;0.0005;1.9321410274042077
36;2.1126142661213745;0.0005;1.9669140573433246
37;2.1022964832864175;0.0005;1.943041132878306
38;2.071113675302143;0.0005;1.931544162442222
39;2.064349531166742;0.0005;1.9196961560993415
40;2.0445176626681283;0.0005;1.8872364451289663
41;2.038753500586163;0.0005;1.875085522181048
42;2.0273953703048795;0.0005;1.8830708689890583
43;2.010425582770008;0.0005;1.8659729694626037
44;1.9971907189942892;0.0005;1.8723218205721643
45;1.9921307116582172;0.0005;1.897544278905815
46;1.9971334614553689;0.0005;1.8378830016484478
47;1.9642271787151864;0.0005;1.8872142037443502
48;1.962549379686622;0.0005;1.8582936488334636
49;1.9544875751672535;0.0005;1.8729168763596578
50;1.9319611147255036;0.0005;1.8294697006199667
51;1.9363973585904675;0.0005;1.8578877243841316
52;1.9193214840578798;0.0005;1.8803453422743062
53;1.9159805520449091;0.0005;1.8378596290072322
54;1.8873924881023922;0.0005;1.823367964919256
55;1.901895747988915;0.0005;1.8293353728343298
56;1.8958845148953827;0.0005;1.8514148932957495
57;1.8739591261118698;0.0005;1.8050169329786923
58;1.8776902716398558;0.0005;1.8518731459817495
59;1.86493614671284;0.0005;1.8575307586463927
60;1.8602041039034327;0.0005;1.855202021605126
61;1.8469412020969163;0.0005;1.8534601137879325
62;1.8551082810633135;0.0005;1.8376712715890295
63;1.8450183610249726;0.0005;1.8469939482753266
64;1.8366752778518995;0.0005;1.8437087948066986
65;1.8279436092650128;0.0005;1.811425893983109
66;1.827743367110621;0.0005;1.7992011296535548
67;1.8255162549548078;0.0005;1.8266629444174347
68;1.8208672275001927;0.0005;1.8041758699894728
69;1.815153467174516;0.0005;1.8028928216801599
70;1.812495395068675;0.0005;1.8319160326866355
71;1.8301626842111556;0.0005;1.8102865428800303
72;1.819081270939921;0.0005;1.8141232479533562
73;1.8019530719859567;0.0005;1.788487111015021
74;1.8176791760256592;0.0005;1.801920580638251
75;1.8031532529321246;0.0005;1.833495039820477
76;1.7987621846419324;0.0005;1.8273549524502957
77;1.786116231607643;0.0005;1.7697021380637192
78;1.7846912297808133;0.0005;1.7833179398910037
79;1.7828020614091171;0.0005;1.778324127719049
80;1.7829452941518544;0.0005;1.8177476999522808
81;1.7735987796329555;0.0005;1.7696810251265667
