epoch;loss;val_loss
0;16.793107706956537;12.999055172022468
1;11.176199952199514;8.642476659644311
2;8.036491171119447;6.084838631487048
3;6.329336474632214;4.981326469575155
4;5.376762019822879;4.355557665180306
5;4.810477431812177;4.051505680775409
6;4.409817842855402;3.6163881149276462
7;4.1011434531429645;3.376752631672042
8;3.8194916373377885;3.296814200447126
9;3.6407935056912795;3.0319637716398953
10;3.4494630881072186;2.864171398287876
11;3.3181780137378745;2.9270464892496113
12;3.1780785754615186;2.733769488548223
13;3.0795372314545237;2.621821269732733
14;2.992822074301269;2.552410702460752
15;2.8755057453103468;2.5081721745213
16;2.810150801049981;2.4010910331620456
17;2.731302585722216;2.3716961837552657
18;2.685642713848303;2.4060524480738934
19;2.633976317080776;2.2965151315694525
20;2.5775576657515624;2.2026880099058928
21;2.5014552284634024;2.2147831976025425
22;2.4667647103263963;2.221214352145257
23;2.4184584183073405;2.17553123758942
24;2.378771790355581;2.1345347033552704
25;2.3336168399217514;2.1278651507892903
26;2.2884528739793475;2.1670067636023127
27;2.2662766925319087;2.0681251446664914
28;2.24231977813939;2.0518961337907693
29;2.1915334170835834;2.0071398694468634
30;2.1560242675015484;2.012784887845431
31;2.1444057604107147;2.004625125772984
32;2.1228135150265595;2.0184716212196148
33;2.0772363726326453;1.9750099618000005
34;2.050163195767438;1.9433261790958989
35;2.025184062977642;1.9466483353937487
36;1.9982665622359885;1.9331291569609208
37;1.9812731319866013;1.9125944309980163
38;1.958665641641689;1.827205968771967
39;1.9236429629715948;1.8457769390426164
40;1.8833616845560732;1.885903242866263
41;1.87793252939342;1.8178062433868356
42;1.8590454604551903;1.8699529304469447
43;1.82703087913114;1.7861085581905678
44;1.8149032104304583;1.7985165800887133
45;1.7901938758682552;1.7748020951445018
46;1.7655459219538785;1.8192512470294482
47;1.7617615040506778;1.7856409240768865
48;1.7403596249126865;1.7435240995272363
49;1.7227707281539653;1.7735362711820617
50;1.7094658815233732;1.7593799792594165
51;1.6846725987817228;1.725218117965161
52;1.6815877383877318;1.7385996961875148
53;1.6656244292516265;1.7188513815305908
54;1.647058961607263;1.720202013825943
55;1.6359169224488797;1.6825826446789678
56;1.6234169282574453;1.732935543047683
57;1.6082492500531456;1.69425832485046
58;1.6029883673617358;1.6922554472758637
59;1.588557717370038;1.6923506826720525
60;1.5761618520768657;1.6681309013296806
61;1.5735231601627333;1.7057465656329833
62;1.5662202630184454;1.689061326050603
63;1.5404458770807719;1.6519780843746197
64;1.5419492573621087;1.644130104855431
65;1.518275236316312;1.681917087457079
66;1.5082646143180145;1.666649963148545
67;1.5077856581716864;1.651425923448335
68;1.4829906399645245;1.6546677188152987
69;1.471102854684225;1.6284111588465275
70;1.468119004519467;1.6367956856417345
71;1.4522211194461487;1.6255887243957394
72;1.4533379891159135;1.6376022243210955
73;1.4411678213341987;1.6504577427180271
74;1.4305067929865325;1.637061812390091
75;1.4149403450806297;1.622370935624605
76;1.4192264936099246;1.6369304971629905
77;1.415153638680665;1.6424170128078919
78;1.4129029318786537;1.6397293424688837
79;1.3901232207628447;1.6688409175735925
80;1.3947085865258533;1.6359895771666633
81;1.378424407981582;1.5997188088365797
82;1.3767142812613868;1.6040478173631216
83;1.3585297957625406;1.6074963202184303
84;1.3597754858940962;1.6251493907178651
85;1.3593012672293738;1.6363169517040448
86;1.3415877524254631;1.6031651802069784
87;1.332425080520248;1.637935813850077
88;1.3335927183109477;1.5837893274275991
89;1.332086689193232;1.6032022978346006
90;1.3108264305477382;1.600083938384192
91;1.322645705919612;1.6176000322527722
92;1.3062055276051903;1.6075324951777241
93;1.2968987814634267;1.5928556033279686
94;1.288751052998259;1.5528798880061614
95;1.289818763636673;1.6107916250727852
96;1.2833360603753619;1.5940293098529892
97;1.272364717791646;1.602622882720896
98;1.2638039287332952;1.611377803141597
99;1.2629935888728179;1.5899540801450658
