epoch;loss;val_loss
0;15.876531704548468;12.630191840255687
1;11.357171373549866;8.970893324780542
2;8.266236066388204;6.152023691307838
3;6.395403136214903;4.886656509354371
4;5.424381535860744;4.199046047580358
5;4.858634576918449;3.7827040500671933
6;4.481507083276127;3.616368539752712
7;4.196299689029838;3.409631507792768
8;4.003116271678514;3.186352449247814
9;3.773970843693165;3.1451905061057026
10;3.5911196208148612;2.9947258642228496
11;3.4638689405500434;2.749551909657177
12;3.3164921768424525;2.701670585655234
13;3.230395403604424;2.6262351244396807
14;3.13617041954828;2.5975764924326628
15;3.0461777517875603;2.5334507240049224
16;2.966238558413769;2.6370992980387777
17;2.887849318951346;2.4434161268247454
18;2.826133022759468;2.5103840382363196
19;2.7641717224260645;2.347696145553542
20;2.7044643430995046;2.3387820636701893
21;2.6525901389203854;2.2562074000895604
22;2.601874135465406;2.302169014023259
23;2.5500367492456437;2.2746770988652294
24;2.5257341021426636;2.1839261015676907
25;2.459163618811195;2.1748163955413555
26;2.4186702541026825;2.1581050005380416
27;2.38200214857025;2.117514747361795
28;2.3437640112461953;2.079017949245069
29;2.307454841513697;2.114977110092337
30;2.2588902525081402;2.10546418602187
31;2.22660698438874;2.0221711510264524
32;2.2031884418043255;1.9859682592147725
33;2.1715424202559;2.0262352995792896
34;2.1406190847479363;1.978112126200032
35;2.1104021933043113;1.9688887652434433
36;2.095686252030318;1.9942903404976529
37;2.0646672467151403;1.9392519263665917
38;2.0364822998296987;1.9059216031616597
39;2.0217985146615964;1.8954391149433893
40;1.997231341510458;1.885861083161365
41;1.982459723845392;1.908104107426995
42;1.9532893677445033;1.8855632744025719
43;1.94703352983837;1.8818630415351656
44;1.9335642667221635;1.8532006940546564
45;1.9105113580664284;1.8446206369282563
46;1.882406722663855;1.8423091527984663
47;1.8654296504700032;1.8196948163866609
48;1.8554765640641961;1.8460227465833436
49;1.8384330535064008;1.844852533057963
50;1.8161450079607284;1.822541385634229
51;1.802409580571181;1.796524978531009
52;1.791988699338182;1.8008669913057784
53;1.7857531682580194;1.7925453991765696
54;1.7825347069251418;1.7784158745932268
55;1.7553212147368848;1.778687611440688
56;1.7387344342945632;1.7915304973964195
57;1.7297494557419602;1.7573895975279983
58;1.7245155752117862;1.793312116462361
59;1.7137864319803884;1.7308482032766754
60;1.694134455224277;1.764393032149257
61;1.6851881462678573;1.755972886840276
62;1.6810747085129076;1.717566734070644
63;1.6654454346895982;1.7446358016895356
64;1.6424120009515952;1.7175944292195846
65;1.642452558779887;1.7679189900452035
66;1.6962158325861254;1.7871242176486537
67;1.6702840685577385;1.7482115571244532
68;1.6380602201308063;1.7443007145089124
69;1.6146559840266657;1.7423267661190383
70;1.6129910710466646;1.7444018843896225
71;1.6109299180207608;1.7099905607809316
72;1.589963341304448;1.716308285706716
73;1.580657553152936;1.7134128875411585
74;1.5733447958989286;1.7497476789772706
75;1.5771943846509504;1.7071752320817317
76;1.5616016050849124;1.7057087550042895
77;1.5546948463981838;1.7457550928688301
78;1.541429499668927;1.6929829378129992
79;1.54247019424373;1.7007600066770803
80;1.5323486505608954;1.6890750465435294
81;1.5265883535533395;1.6854729386780667
82;1.5123567146054528;1.6546448218827332
83;1.5066984164546269;1.6974686942023836
84;1.495242922807153;1.6747744091898689
85;1.4899648237344225;1.6607534027497621
86;1.4800974751785314;1.6592684800612227
87;1.471081772403109;1.6402274184596364
88;1.4727846791227222;1.660509985856445
89;1.4614367593230881;1.6565651093103015
90;1.4568803896140752;1.6496173773531222
91;1.4406639705001076;1.7112280581910952
92;1.4473060971702407;1.6641334274644184
93;1.444430992622827;1.6696546041476465
94;1.4239744880278573;1.6781410442161637
95;1.425911026473978;1.6256175362277496
96;1.422234427787083;1.635083078810223
97;1.4090192529944605;1.6457232887817226
98;1.4123112748723772;1.6505599159152773
99;1.3954561083885522;1.6629068328716856
