epoch;loss;lr;val_loss
0;13.996955247353656;0.0005;12.177189113071986
0;10.410034016165152;0.0005;9.850405088152204
1;8.307642881002433;0.0005;7.1469684519086565
2;6.295699806109721;0.0005;5.370187928676605
3;5.0669930938816945;0.0005;4.25528753893716
4;4.3872487748822;0.0005;3.8457537399019515
0;3.9786351448227215;0.0005;3.3799832742554803
1;3.6576909600367404;0.0005;3.081160426735878
2;3.423295292266955;0.0005;3.0205853920749255
3;3.238269178541567;0.0005;2.967964513685022
4;3.0917537784123508;0.0005;2.82364232581641
5;2.9846348935889164;0.0005;2.678976066298783
6;2.870470712826704;0.0005;2.685697243602148
7;2.744288268014226;0.0005;2.6135306665939946
0;2.6942926063987653;0.0005;2.660197332075664
1;2.6091052653934366;0.0005;2.587032290665167
2;2.5357505297219807;0.0005;2.6076349197913493
3;2.4853871184968024;0.0005;2.5094674131274224
4;2.4205918952369854;0.0005;2.595664097209062
5;2.3539461643436153;0.0005;2.460500262382307
6;2.3527517716595097;0.0005;2.550530093972172
7;2.3239895795080683;0.0005;2.5721413289595927
8;2.2815208489606658;0.0005;2.388190172660564
9;2.259545150164953;0.0005;2.574393667387111
