epoch;loss;lr;val_loss
0;15.769468154902787;1e-04;11.062368338581793
1;9.400315318243829;1e-04;6.653145917075465
2;6.53027055693136;1e-04;4.945191483738368
3;5.2289855445652735;1e-04;4.131649689682144
4;4.497132133548364;1e-04;3.5898159632659503
5;4.061398290482229;1e-04;3.283146523885696
6;3.7404181013114512;1e-04;3.0150008505446904
7;3.507627269079626;1e-04;2.8508415305653303
8;3.3188512472469105;1e-04;2.7172081615132697
9;3.1475684321654254;1e-04;2.6216665601497366
10;3.026215928931327;1e-04;2.5447835299498873
11;2.9143321789836234;1e-04;2.476019820580653
12;2.8056606319261803;1e-04;2.394612131027523
13;2.7253319609260216;1e-04;2.3505719382230934
14;2.644336224691249;1e-04;2.2802514030024748
15;2.5702590441411792;1e-04;2.2313040918655425
16;2.5222757823070374;1e-04;2.229887892592225
17;2.456381877117731;1e-04;2.170564232363763
18;2.3991708437199435;1e-04;2.1337658475101575
19;2.3538893344320884;1e-04;2.093881126626695
20;2.30356374594001;1e-04;2.074628258761055
21;2.266358665037774;1e-04;2.058019826340365
22;2.222981580068645;1e-04;2.053818909251146
23;2.197142796053925;1e-04;1.9905671648171515
24;2.152772332434949;1e-04;1.968674510134936
25;2.1166236094587267;1e-04;1.9991588420219453
26;2.0867253683441116;1e-04;1.9470241747141273
27;2.062761587060933;1e-04;1.9024766820455608
28;2.037443511409549;1e-04;1.9146505573867587
29;2.0044667593761565;1e-04;1.8984542010224603
30;1.9774293258093467;1e-04;1.8875143849063385
31;1.9507067175222788;1e-04;1.8889024438949285
32;1.9277709522206807;1e-04;1.8616433818293705
33;1.9056204424334036;1e-04;1.8613133728989562
34;1.8817762096421204;1e-04;1.8441303412912335
35;1.8746177248772495;1e-04;1.7930079713366707
36;1.856028808429408;1e-04;1.803885786657613
37;1.8269526662817936;1e-04;1.8143251126917255
38;1.8089628438600496;1e-04;1.8331221808294131
39;1.7893018056728762;1e-04;1.8457625842007053
40;1.7750863418231884;1e-04;1.7847342864649691
41;1.7617755770672885;1e-04;1.7683419935429523
42;1.748881640162096;1e-04;1.7811044576162236
43;1.728154025978392;1e-04;1.7294205625932846
44;1.7158976949661642;1e-04;1.7326917241809812
45;1.6961281331964915;1e-04;1.761933792928531
46;1.67090217095919;1e-04;1.7251885194537695
47;1.6734278627355983;1e-04;1.7378543213446676
48;1.6567123967530168;1e-04;1.7082566973974729
49;1.6417883316845754;1e-04;1.782909058374186
50;1.631712646696825;1e-04;1.6998241338454163
51;1.6268101595695463;1e-04;1.7131211247525697
52;1.6027022082937972;1e-04;1.7018735109060905
53;1.6070852296517601;1e-04;1.7425399232498016
54;1.5861733245667191;1e-04;1.68879477570519
55;1.5750028092598163;1e-04;1.6875394993258415
56;1.5735500406229164;1e-04;1.6820661308613973
57;1.5548953638178673;1e-04;1.6667593277335555
58;1.547285780881985;1e-04;1.6887043279137597
59;1.5459093413473237;1e-04;1.677475804044389
60;1.529740860304117;1e-04;1.6536772278189076
61;1.5163487455930469;1e-04;1.6778482612440855
62;1.5174858260128368;1e-04;1.6477356455880383
63;1.5004278541759177;1e-04;1.6168155498948276
64;1.4773528780214877;1e-04;1.7043054915042382
65;1.482721047596122;1e-04;1.6662618872081612
66;1.4788324502163714;1e-04;1.6408214215856616
67;1.4646461694685307;1e-04;1.6479020801278783
68;1.4601293167772043;1e-04;1.6623235026962981
69;1.4437240768392416;1e-04;1.6438319124766787
70;1.4392524785556988;1e-04;1.629277320888124
71;1.4311092419205949;1e-04;1.6315985069601078
72;1.426553921863006;1e-04;1.6448883138330053
73;1.426537042459303;1e-04;1.6068882326009997
74;1.405274779813975;1e-04;1.6304222947829903
75;1.3989970833852097;1e-04;1.6308685531688047
76;1.3986737878907862;1e-04;1.6301407382887232
77;1.3910190858852456;1e-04;1.6642444988633793
78;1.369864626482581;1e-04;1.6153154280946775
79;1.3724094155167745;1e-04;1.6374389354734156
80;1.3650458853369074;1e-04;1.6040975446736967
81;1.3540212241390333;1e-04;1.613721800161107
82;1.3525181424089243;1e-04;1.6187500287308463
83;1.349247909786259;1e-04;1.62588997673037
84;1.3413845511581315;1e-04;1.610297644165032
85;1.3334007031451334;1e-04;1.585099772007147
86;1.3227449742215684;1e-04;1.6063750787525883
87;1.3288017037074422;1e-04;1.5660434922245892
88;1.3045315896350829;1e-04;1.6041692917019807
89;1.30337807399399;1e-04;1.6027717648880975
90;1.3015338271143633;1e-04;1.6022433778362088
91;1.2998591069212937;1e-04;1.5896397800175686
92;1.2953662488891544;1e-04;1.6267131606681144
93;1.284766867476802;1e-04;1.6321656126043598
94;1.2752252777150463;1e-04;1.5838028118985095
95;1.2787327356638691;1e-04;1.5670669611652628
96;1.2718511820710814;1e-04;1.5850333404463355
97;1.2772609445238194;1e-04;1.5726431807812533
98;1.263488189958705;1e-04;1.6032236551119663
99;1.2667467189499615;1e-04;1.613081476168786
100;1.255294675080399;1e-04;1.593434425101218
101;1.2419840481353137;1e-04;1.5719430708365836
102;1.241730832845335;1e-04;1.6074472305998935
103;1.157973405581297;2e-05;1.5004808339821205
104;1.1212518423979505;2e-05;1.5222982452266185
105;1.113215732104201;2e-05;1.4832942215938134
106;1.1045635417597959;2e-05;1.4970578543283652
107;1.1016697403833131;2e-05;1.5019540090162415
108;1.1055930580365316;2e-05;1.4955668477129178
109;1.0908352746816528;2e-05;1.4966348685651822
110;1.0950591584934493;2e-05;1.4900906861726353
111;1.1016772772097883;2e-05;1.4907687958693951
112;1.089637490066238;2e-05;1.5039522490109216
113;1.0958686947741072;2e-05;1.482049151903158
114;1.0820737526938298;2e-05;1.505389238225375
115;1.079939539029231;2e-05;1.532156147202325
116;1.0803572829411126;2e-05;1.5137953701025597
117;1.0795993771898869;2e-05;1.4909900455016656
118;1.0743479583241826;2e-05;1.497627173001341
119;1.0718401292009614;2e-05;1.5016008731620902
120;1.0725422347939964;2e-05;1.5049438593781732
121;1.0706929295159222;2e-05;1.5103114967352744
122;1.0644744530458021;2e-05;1.522600182650629
123;1.066383548766286;2e-05;1.501284923052555
124;1.0704482466098615;2e-05;1.4907236338262402
125;1.065296476590576;2e-05;1.5224520186575112
126;1.0625966556594377;2e-05;1.4978486693885893
127;1.0571898255444547;2e-05;1.5076017738153085
128;1.0525816449548808;2e-05;1.50365895672674
129;1.0449376942433493;4e-06;1.5077908082928884
130;1.0368470546427548;4e-06;1.498905859241438
131;1.0363908289957886;4e-06;1.5102303499410517
132;1.032078660363915;4e-06;1.5013228442871804
133;1.033997589634817;4e-06;1.5294874325752599
